,Unnamed: 0,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover,date,day,month,year,hour
10106,10574184,10574184,2020-06-29 07:18:33.026,4724738216667996288,,199.26.84.119,US,-,-,393398,"Mozilla/5.0 (Linux; Android 9.7 Tiger Ginger; QMobile i12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1925.138 Mobile Safari/537.36 variation/126761",Chrome Mobile 81.0.4044.1925,Android 9.7,mobile,False,False,False,2020-06-29,29,6,2020,7
30004,28214082,28214082,2021-01-21 14:08:23.574,4848138002705869117,,199.26.84.149,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36 PHX/5.1 variation/169647",Chrome Mobile 81.0.4044.1930,iOS 11.2.6,mobile,False,False,False,2021-01-21,21,1,2021,14
37498,11444849,11444849,2020-07-10 13:36:41.247,-4324475583306591935,,199.26.84.196,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NDQS26.69-64-11-16 AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/57.0.2987.108 UCBrowser/13.1.8.1295 Mobile Safari/537.36",UC Browser 13.1.8,Android 4.1,mobile,False,False,False,2020-07-10,10,7,2020,13
79308,8159386,8159386,2020-05-26 00:54:48.615,-4843525609078872140,,66.248.237.235,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/605.1.15 (KHTML, like Gecko Chrome/63.0.3239.84 Mobile Safari/604.1",Chrome Mobile 63.0.3239,Android 4.1,mobile,True,True,False,2020-05-26,26,5,2020,0
57125,2585677,2585677,2020-03-09 07:34:19.473,-6517582918319794480,,92.48.118.241,GB,-,-,29550,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8332",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-03-09,9,3,2020,7
41565,14697396,14697396,2020-08-26 13:21:45.702,-3824361960021516745,,213.167.104.178,NO,Nordland,Sortland,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.100 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,False,False,2020-08-26,26,8,2020,13
9449,23186164,23186164,2020-12-04 09:57:11.710,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-04,4,12,2020,9
1202,27655547,27655547,2021-01-14 20:21:26.284,-4306655201140698181,,10.0.77.220,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.23.100 Safari/537.36",Chrome 69.0.3497.17.23,Mac OS X 10.11.6,desktop,True,False,False,2021-01-14,14,1,2021,20
95018,2600763,2600763,2020-03-09 11:29:31.954,3460828853233331018,,10.0.66.84,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,2020-03-09,9,3,2020,11
46531,2098640,2098640,2020-03-02 09:57:22.129,-5070785577689548098,,81.167.200.181,NO,Rogaland,Haugesund,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8334",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-03-02,2,3,2020,9
49637,25058863,25058863,2020-12-24 13:54:09.111,-4324475583306591935,,170.39.76.118,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NPP25.137-15; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36",Chrome Mobile WebView 81.0.4044,Android 4.1,mobile,False,False,False,2020-12-24,24,12,2020,13
34764,18459416,18459416,2020-10-16 15:37:38.181,2514337558611294245,,109.247.204.80,NO,Rogaland,Tananger,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-10-16,16,10,2020,15
7395,6841047,6841047,2020-05-07 07:18:06.381,-1586164707349595511,,92.221.79.99,NO,Rogaland,Stavanger,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.69.81 Safari/537.36",Chrome 72.0.3626.69,Mac OS X 10.14.6,desktop,True,False,False,2020-05-07,7,5,2020,7
79682,18853940,18853940,2020-10-21 20:15:19.836,7559184601683679867,,152.93.30.133,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.138 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 81.0.4044.1927,iOS 11.2.5,mobile,True,False,False,2020-10-21,21,10,2020,20
16948,5365184,5365184,2020-04-16 13:05:02.417,-4324475583306591935,,170.39.79.185,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Chrome/48.0.2564.95 Mobile Safari/537.36 variation/70016",Chrome Mobile 48.0.2564,Android 5.5.1,mobile,False,False,False,2020-04-16,16,4,2020,13
33736,4095172,4095172,2020-03-30 12:51:21.776,5297106945240135718,,156.52.2.56,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,iOS 9.0.2,mobile,True,False,False,2020-03-30,30,3,2020,12
40041,17935343,17935343,2020-10-09 09:33:40.646,6109152078682133210,,158.149.27.221,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.22.100 Safari/537.36",Chrome 69.0.3497.17.22,Mac OS X 10.14.6,desktop,True,False,False,2020-10-09,9,10,2020,9
71108,9627870,9627870,2020-06-16 14:21:31.207,8079653753912604868,,170.39.78.26,US,-,-,393398,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False,2020-06-16,16,6,2020,14
27544,12207711,12207711,2020-07-21 08:09:58.794,-4324475583306591935,,82.147.40.11,NO,Innlandet,Skjak,29492,"Mozilla/5.0  (Linux; Android 9.0.1; SM-G530H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/126164",Android 2.3.3.2639,Android 9.0.1,mobile,False,False,False,2020-07-21,21,7,2020,8
64388,27286945,27286945,2021-01-11 11:32:09.621,-4324475583306591935,,203.76.172.1,SG,-,-,45470,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2021-01-11,11,1,2021,11
32501,9551483,9551483,2020-06-15 14:52:00.179,-4324475583306591935,,209.236.123.99,US,-,-,393398,"Mozilla/5.0  (Linux; Android 10.0.99) AppleWebKit/537.36 (KHTML, like Gecko SamsungBrowser/6.4 Chrome/56.0.2924.87 Safari/537.36",Samsung Internet 6.4,Android 10.0.99,mobile,False,True,False,2020-06-15,15,6,2020,14
84075,11427273,11427273,2020-07-10 09:15:47.599,-4324475583306591935,,199.188.200.114,VN,-,-,22612,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.116.81 Safari/537.36",Chrome 72.0.3626.116,Mac OS X 10.14.6,desktop,False,True,False,2020-07-10,10,7,2020,9
52042,30870125,30870125,2021-02-24 03:36:49.025,-4324475583306591935,,209.236.125.112,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) (XT1925DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,iOS 11.2.6,mobile,False,True,False,2021-02-24,24,2,2021,3
56766,11955504,11955504,2020-07-17 18:44:32.344,-4324475583306591935,,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False,2020-07-17,17,7,2020,18
22768,22994839,22994839,2020-12-03 03:01:49.739,-4324475583306591935,,170.39.78.46,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69638",Android 2.2.2.2633,Android 5.5.1,mobile,False,False,False,2020-12-03,3,12,2020,3
41587,2519943,2519943,2020-03-08 05:58:00.618,-4324475583306591935,,187.73.168.146,BR,Minas Gerais,Machado,28654,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 13.4,mobile,False,False,False,2020-03-08,8,3,2020,5
87498,13325255,13325255,2020-08-06 13:40:34.526,-793423240483059918,,156.52.139.249,NO,-,-,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-08-06,6,8,2020,13
92916,8266466,8266466,2020-05-27 13:35:06.230,-4324475583306591935,,199.26.84.100,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2004.117 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 81.0.4044.2004,Android 4.1,mobile,False,False,False,2020-05-27,27,5,2020,13
48659,27089013,27089013,2021-01-09 16:24:21.127,72452448341631538,,209.236.125.57,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 EdgW/1.0",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,2021-01-09,9,1,2021,16
82827,6392463,6392463,2020-04-30 23:54:58.478,-4324475583306591935,,10.0.181.176,ID,Bali,Denpasar,262582,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.76 Safari/537.36 variation/1696",Chrome 69.0.3497.17.19,Chromecast 1.54.250118,desktop,False,False,False,2020-04-30,30,4,2020,23
24841,17979864,17979864,2020-10-09 20:21:33.985,4239787819496237538,,92.220.122.69,NO,Rogaland,Egersund,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.86.119 Safari/537.36 variation/8244",Chrome 72.0.3626.86,Mac OS X 10.14.6,desktop,True,False,False,2020-10-09,9,10,2020,20
54394,5494158,5494158,2020-04-18 10:14:02.844,-4324475583306591935,,91.233.184.138,PL,Świętokrzyskie,Gmina Jędrzejów,35318,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1954.114 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1954,Windows Phone 8.1,mobile,False,False,False,2020-04-18,18,4,2020,10
81089,28965785,28965785,2021-01-30 16:01:49.290,-4324475583306591935,,170.39.79.35,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1933.138 Mobile Safari/537.36 variation/79663",Chrome Mobile 81.0.4044.1933,Android 5.5.1,mobile,False,False,False,2021-01-30,30,1,2021,16
3634,21776582,21776582,2020-11-24 09:14:36.476,-4324475583306591935,,193.254.248.208,RU,Khanty-Mansia,Nefteyugansk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-11-24,24,11,2020,9
6899,13034268,13034268,2020-08-02 10:53:36.112,-4324475583306591935,,85.117.243.191,AU,-,-,60117,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20150101 Firefox/20.0.0.1615 (Chrome,Firefox 20.0.0.1615,Android 6.0.99,mobile,False,False,False,2020-08-02,2,8,2020,10
27904,30823777,30823777,2021-02-23 12:23:12.532,7270505787217590302,,38.135.39.115,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 EdgW/1.0",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,2021-02-23,23,2,2021,12
80259,4389452,4389452,2020-04-03 03:26:17.274,-4324475583306591935,,31.193.132.87,GB,-,-,29550,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,2020-04-03,3,4,2020,3
58197,24013111,24013111,2020-12-13 11:43:30.344,-4054323354519642378,,156.52.228.14,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.23.92 Safari/537.36",Chrome 69.0.3497.17.23,Mac OS X 10.14.6,desktop,True,False,False,2020-12-13,13,12,2020,11
36092,14205409,14205409,2020-08-19 15:50:59.703,-4324475583306591935,,170.39.77.116,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/605.1.15 (KHTML, like Gecko Chrome/63.0.3239.84 Mobile Safari/604.1 variation/42961",Chrome Mobile 63.0.3239,Android 4.1,mobile,False,False,False,2020-08-19,19,8,2020,15
10965,11690425,11690425,2020-07-14 04:48:21.626,-983950544434798484,,170.39.77.32,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.117 Mobile Safari/537.36 PHX/5.1",Chrome Mobile 81.0.4044.1925,iOS 13.4,mobile,True,False,False,2020-07-14,14,7,2020,4
21885,21737986,21737986,2020-11-24 00:24:55.475,-4324475583306591935,,209.236.125.139,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.138 Mobile Safari/537.36 PHX/6.6",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,False,True,False,2020-11-24,24,11,2020,0
10050,30403292,30403292,2021-02-17 18:15:47.055,-4324475583306591935,,10.0.181.228,ZA,Western Cape,Bredasdorp,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2021-02-17,17,2,2021,18
94286,30702174,30702174,2021-02-21 21:21:31.253,-4324475583306591935,,10.1.6.103,BR,Rio de Janeiro,Barra Mansa,500169,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.223.232.149 Safari/537.36 RuxitSynthetic/1.0 v5115068029 t8347097904287973985",Chrome 80.0.3987.223.232,Chrome OS 5978.98.0,desktop,False,False,False,2021-02-21,21,2,2021,21
64954,7831784,7831784,2020-05-20 19:24:00.221,3693562996019303037,,84.208.133.167,NO,Viken,Drammen,41164,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.51.109 Safari/537.36",Chrome 72.0.3626.51,Mac OS X 10.12.3,desktop,False,False,False,2020-05-20,20,5,2020,19
74997,22288844,22288844,2020-11-28 04:53:59.947,-4324475583306591935,,170.39.77.154,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.74 Mobile Safari/537.36 variation/50339",Chrome Mobile 81.0.4044.1927,Android 4.1,mobile,False,False,False,2020-11-28,28,11,2020,4
12708,28645943,28645943,2021-01-26 18:15:44.622,-3553643118716076713,,156.52.148.192,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.79.109 Safari/537.36 variation/8083",Chrome 72.0.3626.79,Mac OS X 10.14.6,desktop,True,False,False,2021-01-26,26,1,2021,18
94057,30414317,30414317,2021-02-17 21:34:40.801,375487984015314050,,141.0.75.215,NO,Rogaland,Varhaug,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.17 Safari/537.36",Chrome 72.0.3626.59,Chromecast 1.49.230269,desktop,True,False,False,2021-02-17,17,2,2021,21
32882,20773036,20773036,2020-11-15 05:28:53.698,-3703666098837375631,,170.39.76.233,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Cordova/9.0.0 SpvAppBrowser/4.3.13 SpvID/52fd156b34ed",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,False,False,2020-11-15,15,11,2020,5
77245,9951863,9951863,2020-06-20 19:33:55.975,-8052052584639870093,,51.174.22.244,NO,Vestland,Hordvik,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286326",Android 2.3.4,Android 6.9,tablet,True,False,False,2020-06-20,20,6,2020,19
80578,21940022,21940022,2020-11-25 13:12:10.921,7040077319929449221,,209.236.117.87,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1633 variation/193931,Firefox 20.0.0.1633,iOS 11.2.6,mobile,False,True,False,2020-11-25,25,11,2020,13
14438,7057215,7057215,2020-05-10 07:46:53.888,-4324475583306591935,,10.0.77.229,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8333",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,2020-05-10,10,5,2020,7
78472,17061742,17061742,2020-09-27 20:31:16.015,-4324475583306591935,,43.252.33.248,IN,Maharashtra,Bhiwandi,132996,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1939.138 Mobile Safari/537.36 OPT/2.3",Chrome Mobile 81.0.4044.1939,iOS 11.2.6,mobile,False,False,False,2020-09-27,27,9,2020,20
39768,5987460,5987460,2020-04-25 10:36:50.969,7732590297164674820,,92.221.250.35,NO,Viken,Sandvika,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,False,2020-04-25,25,4,2020,10
94588,13574081,13574081,2020-08-10 13:11:33.622,6899858650373818248,,152.93.3.101,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-08-10,10,8,2020,13
26623,13094842,13094842,2020-08-03 08:55:59.429,-4324475583306591935,,109.237.1.201,BG,-,-,8774,"Mozilla/5.0  (Mobile; LYF/F220B/LYF-F220B-003-01-45-051119;Android; https://github.com/das-group/rba-dataset) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1991.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1991,KaiOS 2.5,mobile,False,False,False,2020-08-03,3,8,2020,8
6662,16492778,16492778,2020-09-19 19:47:20.111,4230894869098009658,,156.52.178.19,NO,Viken,Fredrikstad,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.138 Mobile Safari/537.36,gzip(gfe",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,True,False,False,2020-09-19,19,9,2020,19
3450,27727818,27727818,2021-01-15 17:29:49.492,-2348414127603431351,,156.52.2.91,NO,-,-,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.17 Safari/537.36",Chrome 72.0.3626.59,Chromecast 1.49.230269,desktop,True,False,False,2021-01-15,15,1,2021,17
86399,15751301,15751301,2020-09-09 11:24:11.122,-4324475583306591935,,10.3.0.73,NO,-,-,500052,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.42 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,False,False,False,2020-09-09,9,9,2020,11
19180,25346578,25346578,2020-12-27 03:56:07.734,-4324475583306591935,,10.0.181.230,DE,-,-,262582,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2020-12-27,27,12,2020,3
31212,30219589,30219589,2021-02-15 14:55:48.699,-4324475583306591935,,8.26.22.68,US,Florida,Miami,15083,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.117 Mobile Safari/537.36Snapchat10.80.5.0 (SM-N960F; Android 10#N960FXXU5DTCA#29; gzip",Chrome Mobile WebView 81.0.4044,Android 4.1,mobile,False,False,False,2021-02-15,15,2,2021,14
2840,11927294,11927294,2020-07-17 11:41:11.852,1386481957783758129,,66.248.237.166,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36 AlohaBrowser/1.4.0.1",Chrome Mobile 63.0.3239,Android 4.1,mobile,False,True,False,2020-07-17,17,7,2020,11
97848,21412072,21412072,2020-11-21 01:47:55.559,-5224345229537292323,,95.164.130.239,US,Wyoming,Cheyenne,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.122 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,True,False,False,2020-11-21,21,11,2020,1
16763,26894440,26894440,2021-01-07 21:27:49.000,1288874244152440765,,81.167.28.87,NO,Innlandet,Elverum,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1602 (Chrome,Firefox 20.0.0.1602,iOS 13.4,mobile,True,False,False,2021-01-07,7,1,2021,21
90765,20745091,20745091,2020-11-14 17:37:27.012,-2690013718933156602,,51.175.107.104,NO,Viken,Lillestrøm,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Falkon/3.1.99 Chrome/69.0.3497.17.21.128 Safari/537.36",Chrome 69.0.3497.17.21,Chrome OS 5978.98.0,desktop,False,False,False,2020-11-14,14,11,2020,17
92335,29927169,29927169,2021-02-11 14:08:21.789,-4324475583306591935,,202.150.177.195,KR,Gyeonggi-do,Kwangmyong,9762,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.37.80 Safari/537.36",Chrome 71.0.3578.37,Mac OS X 10.14.6,desktop,False,False,False,2021-02-11,11,2,2021,14
86592,27108592,27108592,2021-01-09 19:55:07.290,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-09,9,1,2021,19
26986,4141723,4141723,2020-03-31 05:17:15.245,-4324475583306591935,,185.203.123.37,DE,-,-,9063,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.66 Mobile Safari/537.36 variation/57116",Chrome Mobile 81.0.4044.1934,Android 4.1,mobile,False,False,False,2020-03-31,31,3,2020,5
67604,2082454,2082454,2020-03-02 06:13:29.062,-4324475583306591935,,199.26.84.11,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1948.111 Mobile Safari/537.36 PHX/5.0",Chrome Mobile 81.0.4044.1948,Android 6.0.99,mobile,False,False,False,2020-03-02,2,3,2020,6
29984,8322927,8322927,2020-05-28 10:06:48.423,-4406718632435568746,,139.164.68.219,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Mac OS X 10.14.6,desktop,True,False,False,2020-05-28,28,5,2020,10
17182,1362205,1362205,2020-02-21 09:39:32.730,-3952304145395857922,,152.93.88.3,NO,Rogaland,Jorpeland,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False,2020-02-21,21,2,2020,9
